DEPP;CODCOMP;COMP;Commune pôle;DEP;CODCOM;COM;Commune;PMUN;PCAP;PTOT
55;551;55551;Vigneulles-lès-Hattonchâtel;55;052;55052;Billy-sous-les-Côtes;122;0;122
55;385;55385;Nixéville-Blercourt;55;056;55056;Blercourt;142;1;143
55;389;55389;Nubécourt;55;086;55086;Bulainville;38;3;41
55;093;55093;Buxières-sous-les-Côtes;55;092;55092;Buxerulles;72;4;76
55;358;55358;Chanteraine;55;112;55112;Chennevières;36;0;36
55;258;55258;Geville;55;126;55126;Corniéville;205;8;213
55;518;55518;Cousances-lès-Triconville;55;131;55131;Cousances-au-Bois;63;0;63
55;551;55551;Vigneulles-lès-Hattonchâtel;55;136;55136;Creuë;242;5;247
55;274;55274;Lamorville;55;151;55151;Deuxnouds-aux-Bois;53;0;53
55;040;55040;Beausite;55;152;55152;Deuxnouds-devant-Beauzée;54;1;55
55;179;55179;Erneville-aux-Bois;55;161;55161;Domremy-aux-Bois;49;0;49
55;537;55537;Douaumont-Vaux;55;164;55164;Douaumont;4;0;4
55;442;55442;Raival;55;176;55176;Érize-la-Grande;88;1;89
55;389;55389;Nubécourt;55;190;55190;Fleury-sur-Aire;96;2;98
55;123;55123;Les Hauts-de-Chée;55;203;55203;Génicourt-sous-Condé;29;0;29
55;026;55026;Badonvilliers-Gérauvilliers;55;205;55205;Gérauvilliers;58;1;59
55;258;55258;Geville;55;213;55213;Gironville-sous-les-Côtes;189;4;193
55;267;55267;Lachaussée;55;223;55223;Hadonville-lès-Lachaussée;39;0;39
55;571;55571;Vilosnes-Haraumont;55;230;55230;Haraumont;56;1;57
55;123;55123;Les Hauts-de-Chée;55;231;55231;Hargeville-sur-Chée;126;3;129
55;551;55551;Vigneulles-lès-Hattonchâtel;55;233;55233;Hattonchâtel;82;2;84
55;551;55551;Vigneulles-lès-Hattonchâtel;55;234;55234;Hattonville;187;3;190
55;500;55500;Spincourt;55;235;55235;Haucourt-la-Rigole;68;2;70
55;267;55267;Lachaussée;55;238;55238;Haumont-lès-Lachaussée;80;1;81
55;002;55002;Abaucourt-Hautecourt;55;240;55240;Hautecourt-lès-Broville;33;1;34
55;500;55500;Spincourt;55;249;55249;Houdelaucourt-sur-Othain;66;0;66
55;117;55117;Clermont-en-Argonne;55;259;55259;Jubécourt;69;2;71
55;386;55386;Nonsard-Lamarche;55;273;55273;Lamarche-en-Woëvre;24;0;24
55;274;55274;Lamorville;55;283;55283;Lavignéville;51;1;52
55;276;55276;Landrecourt-Lempire;55;287;55287;Lempire-aux-Bois;55;1;56
55;012;55012;Apremont-la-Forêt;55;294;55294;Liouville;62;1;63
55;123;55123;Les Hauts-de-Chée;55;305;55305;Louppy-sur-Chée;129;3;132
55;179;55179;Erneville-aux-Bois;55;308;55308;Loxéville;50;0;50
55;215;55215;Gondrecourt-le-Château;55;309;55309;Luméville-en-Ornois;56;1;57
55;114;55114;Chonville-Malaumont;55;314;55314;Malaumont;48;0;48
55;123;55123;Les Hauts-de-Chée;55;318;55318;Les Marats;104;7;111
55;012;55012;Apremont-la-Forêt;55;319;55319;Marbotte;63;2;65
55;254;55254;Les Trois-Domaines;55;342;55342;Mondrecourt;23;0;23
55;358;55358;Chanteraine;55;390;55390;Oëy;58;0;58
55;500;55500;Spincourt;55;392;55392;Ollières;20;0;20
55;191;55191;Foameix-Ornel;55;393;55393;Ornel;13;2;15
55;117;55117;Clermont-en-Argonne;55;402;55402;Parois;70;1;71
55;497;55497;Les Souhesmes-Rampont;55;413;55413;Rampont;92;2;94
55;500;55500;Spincourt;55;418;55418;Réchicourt;59;1;60
55;254;55254;Les Trois-Domaines;55;432;55432;Rignaucourt;24;0;24
55;148;55148;Delouze-Rosières;55;441;55441;Rosières-en-Blois;47;1;48
55;012;55012;Apremont-la-Forêt;55;451;55451;Saint-Agnant-sous-les-Côtes;98;0;98
55;551;55551;Vigneulles-lès-Hattonchâtel;55;455;55455;Saint-Benoît-en-Woëvre;39;0;39
55;517;55517;Seuil-d'Argonne;55;480;55480;Senard;66;1;67
55;040;55040;Beausite;55;486;55486;Seraucourt;18;0;18
55;423;55423;Rembercourt-Sommaisne;55;491;55491;Sommaisne;21;0;21
55;274;55274;Lamorville;55;499;55499;Spada;91;0;91
55;215;55215;Gondrecourt-le-Château;55;513;55513;Tourailles-sous-Bois;21;1;22
55;537;55537;Douaumont-Vaux;55;537;55537;Vaux-devant-Damloup;77;0;77
55;472;55472;Saulvaux;55;538;55538;Vaux-la-Grande;20;1;21
55;472;55472;Saulvaux;55;539;55539;Vaux-la-Petite;19;1;20
55;186;55186;Fains-Véel;55;542;55542;Véel;350;12;362
55;184;55184;Euville;55;548;55548;Vertuzey;225;5;230
55;551;55551;Vigneulles-lès-Hattonchâtel;55;550;55550;Viéville-sous-les-Côtes;216;6;222
55;184;55184;Euville;55;558;55558;Ville-Issey;298;5;303
55;093;55093;Buxières-sous-les-Côtes;55;585;55585;Woinville;77;3;80
56;197;56197;Val d'Oust;56;037;56037;La Chapelle-Caro;1475;47;1522
56;061;56061;La Gacilly;56;038;56038;La Chapelle-Gaceline;760;16;776
56;213;56213;Saint-Gérand-Croixanvec;56;049;56049;Croixanvec;184;4;188
56;102;56102;Forges de Lanouée;56;059;56059;Les Forges;446;10;456
56;061;56061;La Gacilly;56;061;56061;La Gacilly;2331;52;2383
56;061;56061;La Gacilly;56;064;56064;Glénac;904;30;934
56;102;56102;Forges de Lanouée;56;102;56102;Lanouée;1807;48;1855
56;144;56144;Évellys;56;142;56142;Moustoir-Remungol;711;15;726
56;144;56144;Évellys;56;144;56144;Naizin;1733;50;1783
56;033;56033;Carentoir;56;183;56183;Quelneuc;605;3;608
56;197;56197;Val d'Oust;56;187;56187;Quily;375;10;385
56;144;56144;Évellys;56;192;56192;Remungol;935;16;951
56;197;56197;Val d'Oust;56;197;56197;Le Roc-Saint-André;957;26;983
56;213;56213;Saint-Gérand-Croixanvec;56;213;56213;Saint-Gérand;1128;27;1155
57;021;57021;Ancy-Dornot;57;021;57021;Ancy-sur-Moselle;1328;33;1361
57;086;57086;Belles-Forêts;57;023;57023;Angviller-lès-Bisping;76;5;81
57;209;57209;Faulquemont;57;135;57135;Chémery;112;1;113
57;148;57148;Colligny-Maizery;57;148;57148;Colligny;394;8;402
57;132;57132;Château-Salins;57;157;57157;Coutures;199;4;203
57;021;57021;Ancy-Dornot;57;184;57184;Dornot;162;2;164
57;097;57097;Boulay-Moselle;57;285;57285;Halling-lès-Boulay;136;1;137
57;155;57155;Courcelles-Chaussy;57;378;57378;Landonvillers;392;5;397
57;148;57148;Colligny-Maizery;57;432;57432;Maizery;170;4;174
57;578;57578;Rezonville-Vionville;57;578;57578;Rezonville;318;2;320
57;578;57578;Rezonville-Vionville;57;722;57722;Vionville;199;2;201
58;204;58204;Vaux d'Amognes;58;022;58022;Balleray;204;6;210
58;026;58026;Beaulieu;58;026;58026;Beaulieu;27;0;27
58;086;58086;Cosne-Cours-sur-Loire;58;091;58091;Cours;1659;37;1696
58;026;58026;Beaulieu;58;100;58100;Dompierre-sur-Héry;60;3;63
58;026;58026;Beaulieu;58;167;58167;Michaugues;55;1;56
58;204;58204;Vaux d'Amognes;58;204;58204;Ourouër;335;5;340
59;006;59006;L'Orée de Mormal;59;006;59006;Amfroipret;242;4;246
59;006;59006;L'Orée de Mormal;59;070;59070;Bermeries;377;5;382
59;588;59588;Téteghem-Coudekerque-Village;59;154;59154;Coudekerque-Village;1373;36;1409
59;183;59183;Dunkerque;59;248;59248;Fort-Mardyck;3543;48;3591
59;260;59260;Ghyvelde;59;260;59260;Ghyvelde;3252;52;3304
59;350;59350;Lille;59;298;59298;Hellemmes-Lille;18383;144;18527
59;350;59350;Lille;59;355;59355;Lomme;28073;220;28293
59;183;59183;Dunkerque;59;380;59380;Mardyck;216;3;219
59;260;59260;Ghyvelde;59;404;59404;Les Moëres;881;8;889
59;183;59183;Dunkerque;59;540;59540;Saint-Pol-sur-Mer;20124;275;20399
59;631;59631;Walincourt-Selvigny;59;561;59561;Selvigny;362;3;365
59;588;59588;Téteghem-Coudekerque-Village;59;588;59588;Téteghem;6874;185;7059
60;256;60256;Montchevreuil;60;038;60038;Bachivillers;565;10;575
60;209;60209;La Corne-en-Vexin;60;080;60080;Boissy-le-Bois;190;5;195
60;245;60245;Formerie;60;096;60096;Boutavent;95;1;96
60;196;60196;La Drenne;60;196;60196;Le Déluge;563;10;573
60;209;60209;La Corne-en-Vexin;60;209;60209;Énencourt-le-Sec;189;3;192
60;245;60245;Formerie;60;245;60245;Formerie;2002;21;2023
60;256;60256;Montchevreuil;60;256;60256;Fresneaux-Montchevreuil;761;12;773
60;209;60209;La Corne-en-Vexin;60;300;60300;Hardivillers-en-Vexin;165;2;167
60;570;60570;Saint-Crépin-Ibouvillers;60;417;60417;Montherlant;166;0;166
60;196;60196;La Drenne;60;453;60453;La Neuville-d'Aumont;359;7;366
60;694;60694;Les Hauts-Talican;60;455;60455;La Neuville-Garnier;254;5;259
60;196;60196;La Drenne;60;532;60532;Ressons-l'Abbaye;158;2;160
60;570;60570;Saint-Crépin-Ibouvillers;60;570;60570;Saint-Crépin-Ibouvillers;1471;25;1496
60;694;60694;Les Hauts-Talican;60;694;60694;Villotran;288;7;295
61;167;61167;La Ferté-en-Ouche;61;003;61003;Anceins;191;3;194
61;168;61168;La Ferté Macé;61;004;61004;Antoigny;120;0;120
61;007;61007;Athis-Val de Rouvre;61;007;61007;Athis-de-l'Orne;2466;48;2514
61;474;61474;Gouffern en Auge;61;009;61009;Aubry-en-Exmes;314;9;323
61;491;61491;Tourouvre au Perche;61;016;61016;Autheuil;110;0;110
61;275;61275;Merlerault-le-Pin;61;017;61017;Les Authieux-du-Puits;70;1;71
61;474;61474;Gouffern en Auge;61;019;61019;Avernes-sous-Exmes;81;1;82
61;211;61211;Juvigny Val d'Andaine;61;025;61025;La Baroche-sous-Lucé;407;4;411
61;153;61153;Écouché-les-Vallées;61;027;61027;Batilly;136;6;142
61;486;61486;Tinchebray-Bocage;61;031;61031;Beauchêne;226;2;228
61;211;61211;Juvigny Val d'Andaine;61;033;61033;Beaulandais;158;4;162
61;491;61491;Tourouvre au Perche;61;045;61045;Bivilliers;60;1;61
61;167;61167;La Ferté-en-Ouche;61;047;61047;Bocquencé;139;2;141
61;474;61474;Gouffern en Auge;61;057;61057;Le Bourg-Saint-Léonard;390;7;397
61;007;61007;Athis-Val de Rouvre;61;058;61058;Bréel;142;1;143
61;491;61491;Tourouvre au Perche;61;059;61059;Bresolettes;23;1;24
61;491;61491;Tourouvre au Perche;61;065;61065;Bubertré;126;3;129
61;007;61007;Athis-Val de Rouvre;61;073;61073;La Carneille;564;16;580
61;081;61081;Chailloué;61;081;61081;Chailloué;612;11;623
61;474;61474;Gouffern en Auge;61;083;61083;Chambois;379;6;385
61;491;61491;Tourouvre au Perche;61;090;61090;Champs;70;0;70
61;096;61096;Rives d'Andaine;61;096;61096;La Chapelle-d'Andaine;1396;21;1417
61;339;61339;Putanges-le-Lac;61;106;61106;Chênedouit;166;6;172
61;292;61292;Montsecret-Clairefougère;61;109;61109;Clairefougère;129;1;130
61;474;61474;Gouffern en Auge;61;110;61110;La Cochère;147;3;150
61;309;61309;Perche en Nocé;61;112;61112;Colonard-Corubert;232;8;240
61;116;61116;Sablons sur Huisne;61;115;61115;Condeau;351;9;360
61;116;61116;Sablons sur Huisne;61;116;61116;Condé-sur-Huisne;1238;14;1252
61;116;61116;Sablons sur Huisne;61;125;61125;Coulonges-les-Sablons;387;12;399
61;153;61153;Écouché-les-Vallées;61;127;61127;La Courbe;63;4;67
61;474;61474;Gouffern en Auge;61;131;61131;Courménil;118;2;120
61;096;61096;Rives d'Andaine;61;135;61135;Couterne;957;14;971
61;167;61167;La Ferté-en-Ouche;61;136;61136;Couvains;187;4;191
61;309;61309;Perche en Nocé;61;144;61144;Dancé;333;10;343
61;145;61145;Domfront en Poiraie;61;145;61145;Domfront;3402;96;3498
61;153;61153;Écouché-les-Vallées;61;153;61153;Écouché;1351;26;1377
61;196;61196;Belforêt-en-Perche;61;154;61154;Eperrais;104;4;108
61;324;61324;Passais Villages;61;155;61155;L'Épinay-le-Comte;184;3;187
61;474;61474;Gouffern en Auge;61;157;61157;Exmes;267;5;272
61;474;61474;Gouffern en Auge;61;161;61161;Fel;270;2;272
61;167;61167;La Ferté-en-Ouche;61;167;61167;La Ferté-Frênel;585;8;593
61;228;61228;L'Orée-d'Écouves;61;172;61172;Fontenai-les-Louvets;270;4;274
61;153;61153;Écouché-les-Vallées;61;173;61173;Fontenai-sur-Orne;241;5;246
61;339;61339;Putanges-le-Lac;61;174;61174;La Forêt-Auvray;187;1;188
61;486;61486;Tinchebray-Bocage;61;177;61177;Frênes;859;14;873
61;339;61339;Putanges-le-Lac;61;179;61179;La Fresnaye-au-Sauvage;216;4;220
61;167;61167;La Ferté-en-Ouche;61;184;61184;Gauville;528;17;545
61;484;61484;Val-au-Perche;61;185;61185;Gémages;119;1;120
61;096;61096;Rives d'Andaine;61;186;61186;Geneslay;257;7;264
61;275;61275;Merlerault-le-Pin;61;188;61188;La Genevraie;93;2;95
61;167;61167;La Ferté-en-Ouche;61;191;61191;Glos-la-Ferrière;483;8;491
61;275;61275;Merlerault-le-Pin;61;192;61192;Godisson;104;3;107
61;194;61194;Monts-sur-Orne;61;194;61194;Goulet;387;10;397
61;196;61196;Belforêt-en-Perche;61;196;61196;Le Gué-de-la-Chaîne;670;13;683
61;096;61096;Rives d'Andaine;61;200;61200;Haleine;234;33;267
61;145;61145;Domfront en Poiraie;61;201;61201;La Haute-Chapelle;530;14;544
61;484;61484;Val-au-Perche;61;204;61204;L'Hermitière;210;1;211
61;167;61167;La Ferté-en-Ouche;61;205;61205;Heugon;194;3;197
61;211;61211;Juvigny Val d'Andaine;61;211;61211;Juvigny-sous-Andaine;899;13;912
61;230;61230;Longny les Villages;61;220;61220;La Lande-sur-Eure;178;3;181
61;486;61486;Tinchebray-Bocage;61;223;61223;Larchamp;281;5;286
61;491;61491;Tourouvre au Perche;61;226;61226;Lignerolles;155;3;158
61;228;61228;L'Orée-d'Écouves;61;228;61228;Livaie;209;4;213
61;230;61230;Longny les Villages;61;230;61230;Longny-au-Perche;1250;19;1269
61;228;61228;L'Orée-d'Écouves;61;231;61231;Longuenoë;101;1;102
61;211;61211;Juvigny Val d'Andaine;61;235;61235;Loré;176;2;178
61;153;61153;Écouché-les-Vallées;61;236;61236;Loucé;109;1;110
61;211;61211;Juvigny Val d'Andaine;61;239;61239;Lucé;78;1;79
61;484;61484;Val-au-Perche;61;246;61246;Mâle;589;24;613
61;230;61230;Longny les Villages;61;247;61247;Malétable;97;1;98
61;375;61375;Boischampré;61;249;61249;Marcei;192;2;194
61;230;61230;Longny les Villages;61;250;61250;Marchainville;206;3;209
61;081;61081;Chailloué;61;253;61253;Marmouillé;125;3;128
61;339;61339;Putanges-le-Lac;61;270;61270;Ménil-Jean;111;3;114
61;275;61275;Merlerault-le-Pin;61;275;61275;Le Merlerault;756;16;772
61;230;61230;Longny les Villages;61;280;61280;Monceaux-au-Perche;80;0;80
61;167;61167;La Ferté-en-Ouche;61;282;61282;Monnai;241;3;244
61;194;61194;Monts-sur-Orne;61;285;61285;Montgaroult;373;8;381
61;292;61292;Montsecret-Clairefougère;61;292;61292;Montsecret;538;8;546
61;294;61294;Mortrée;61;294;61294;Mortrée;989;18;1007
61;230;61230;Longny les Villages;61;296;61296;Moulicent;230;2;232
61;429;61429;Charencey;61;299;61299;Moussonvilliers;216;2;218
61;230;61230;Longny les Villages;61;305;61305;Neuilly-sur-Eure;603;10;613
61;081;61081;Chailloué;61;306;61306;Neuville-près-Sées;153;3;156
61;309;61309;Perche en Nocé;61;309;61309;Nocé;685;17;702
61;275;61275;Merlerault-le-Pin;61;310;61310;Nonant-le-Pin;406;28;434
61;429;61429;Charencey;61;311;61311;Normandel;90;4;94
61;007;61007;Athis-Val de Rouvre;61;313;61313;Notre-Dame-du-Rocher;58;1;59
61;474;61474;Gouffern en Auge;61;315;61315;Omméel;111;3;114
61;196;61196;Belforêt-en-Perche;61;318;61318;Origny-le-Butin;87;4;91
61;460;61460;Sap-en-Auge;61;320;61320;Orville;106;3;109
61;324;61324;Passais Villages;61;324;61324;Passais;731;13;744
61;196;61196;Belforêt-en-Perche;61;325;61325;La Perrière;212;8;220
61;491;61491;Tourouvre au Perche;61;335;61335;La Poterie-au-Perche;132;2;134
61;309;61309;Perche en Nocé;61;337;61337;Préaux-du-Perche;503;15;518
61;491;61491;Tourouvre au Perche;61;338;61338;Prépotin;119;1;120
61;339;61339;Putanges-le-Lac;61;339;61339;Putanges-Pont-Écrepin;929;25;954
61;339;61339;Putanges-le-Lac;61;340;61340;Rabodanges;174;0;174
61;491;61491;Tourouvre au Perche;61;343;61343;Randonnai;687;6;693
61;007;61007;Athis-Val de Rouvre;61;353;61353;Ronfeugerai;323;10;333
61;339;61339;Putanges-le-Lac;61;354;61354;Les Rotours;127;0;127
61;145;61145;Domfront en Poiraie;61;355;61355;Rouellé;181;3;184
61;484;61484;Val-au-Perche;61;356;61356;La Rouge;668;11;679
61;484;61484;Val-au-Perche;61;359;61359;Saint-Agnan-sur-Erre;167;2;169
61;339;61339;Putanges-le-Lac;61;364;61364;Saint-Aubert-sur-Orne;102;0;102
61;309;61309;Perche en Nocé;61;368;61368;Saint-Aubin-des-Grois;45;2;47
61;375;61375;Boischampré;61;375;61375;Saint-Christophe-le-Jajolet;240;5;245
61;486;61486;Tinchebray-Bocage;61;377;61377;Saint-Cornier-des-Landes;600;13;613
61;339;61339;Putanges-le-Lac;61;378;61378;Sainte-Croix-sur-Orne;81;3;84
61;211;61211;Juvigny Val d'Andaine;61;380;61380;Saint-Denis-de-Villenette;133;1;134
61;228;61228;L'Orée-d'Écouves;61;383;61383;Saint-Didier-sous-Écouves;129;2;131
61;294;61294;Mortrée;61;403;61403;Saint-Hilaire-la-Gérard;126;2;128
61;309;61309;Perche en Nocé;61;409;61409;Saint-Jean-de-la-Forêt;158;3;161
61;486;61486;Tinchebray-Bocage;61;410;61410;Saint-Jean-des-Bois;178;1;179
61;375;61375;Boischampré;61;417;61417;Saint-Loyer-des-Champs;360;8;368
61;463;61463;Les Monts d'Andaine;61;428;61428;Saint-Maurice-du-Désert;707;16;723
61;429;61429;Charencey;61;429;61429;Saint-Maurice-lès-Charencey;448;6;454
61;483;61483;Bagnoles de l'Orne Normandie;61;431;61431;Saint-Michel-des-Andaines;327;11;338
61;167;61167;La Ferté-en-Ouche;61;434;61434;Saint-Nicolas-des-Laitiers;75;0;75
61;196;61196;Belforêt-en-Perche;61;437;61437;Saint-Ouen-de-la-Cour;54;1;55
61;153;61153;Écouché-les-Vallées;61;441;61441;Saint-Ouen-sur-Maire;92;0;92
61;474;61474;Gouffern en Auge;61;449;61449;Saint-Pierre-la-Rivière;152;5;157
61;324;61324;Passais Villages;61;455;61455;Saint-Siméon;245;6;251
61;230;61230;Longny les Villages;61;458;61458;Saint-Victor-de-Réno;167;1;168
61;460;61460;Sap-en-Auge;61;460;61460;Le Sap;820;9;829
61;463;61463;Les Monts d'Andaine;61;463;61463;La Sauvagère;977;19;996
61;007;61007;Athis-Val de Rouvre;61;465;61465;Ségrie-Fontaine;427;6;433
61;194;61194;Monts-sur-Orne;61;468;61468;Sentilly;114;3;117
61;211;61211;Juvigny Val d'Andaine;61;469;61469;Sept-Forges;243;6;249
61;153;61153;Écouché-les-Vallées;61;470;61470;Serans;201;5;206
61;196;61196;Belforêt-en-Perche;61;471;61471;Sérigny;347;9;356
61;474;61474;Gouffern en Auge;61;474;61474;Silly-en-Gouffern;393;12;405
61;474;61474;Gouffern en Auge;61;477;61477;Survie;159;1;160
61;007;61007;Athis-Val de Rouvre;61;478;61478;Taillebois;137;4;141
61;483;61483;Bagnoles de l'Orne Normandie;61;483;61483;Bagnoles-de-l'Orne;2372;54;2426
61;484;61484;Val-au-Perche;61;484;61484;Le Theil;1583;28;1611
61;486;61486;Tinchebray-Bocage;61;486;61486;Tinchebray;2533;25;2558
61;007;61007;Athis-Val de Rouvre;61;489;61489;Les Tourailles;84;0;84
61;491;61491;Tourouvre au Perche;61;491;61491;Tourouvre;1473;18;1491
61;474;61474;Gouffern en Auge;61;496;61496;Urou-et-Crennes;732;17;749
61;474;61474;Gouffern en Auge;61;504;61504;Villebadin;123;1;124
61;167;61167;La Ferté-en-Ouche;61;506;61506;Villers-en-Ouche;315;11;326
61;375;61375;Boischampré;61;511;61511;Vrigny;377;6;383
61;486;61486;Tinchebray-Bocage;61;513;61513;Yvrandes;136;2;138
62;473;62473;Isbergues;62;110;62110;Berguette;1815;21;1836
62;295;62295;Enquin-lez-Guinegatte;62;294;62294;Enguinegatte;450;7;457
62;295;62295;Enquin-lez-Guinegatte;62;295;62295;Enquin-les-Mines;1144;17;1161
62;471;62471;Bellinghem;62;431;62431;Herbelles;520;14;534
62;447;62447;Hesdin-la-Forêt;62;447;62447;Hesdin;2211;12;2223
62;447;62447;Hesdin-la-Forêt;62;461;62461;Huby-Saint-Leu;834;8;842
62;471;62471;Bellinghem;62;471;62471;Inghem;542;5;547
62;178;62178;Bruay-la-Buissière;62;482;62482;Labuissière;3481;57;3538
62;447;62447;Hesdin-la-Forêt;62;549;62549;Marconne;1077;78;1155
62;473;62473;Isbergues;62;575;62575;Molinghem;2722;38;2760
62;447;62447;Hesdin-la-Forêt;62;743;62743;Sainte-Austreberthe;358;9;367
63;160;63160;Aulhat-Flat;63;018;63018;Aulhat-Saint-Privat;481;5;486
63;448;63448;Le Vernet-Chaméane;63;078;63078;Chaméane;157;4;161
63;109;63109;Les Deux-Rives;63;109;63109;Chidrac;475;7;482
63;226;63226;Mur-sur-Allier;63;133;63133;Dallet;1164;24;1188
63;160;63160;Aulhat-Flat;63;160;63160;Flat;463;16;479
63;226;63226;Mur-sur-Allier;63;226;63226;Mezel;1947;37;1984
63;038;63038;Besse-et-Saint-Anastaise;63;316;63316;Saint-Anastaise;63;1;64
63;109;63109;Les Deux-Rives;63;330;63330;Saint-Cirgues-sur-Couze;350;7;357
63;448;63448;Le Vernet-Chaméane;63;448;63448;Vernet-la-Varenne;618;89;707
64;225;64225;Ance Féas;64;020;64020;Ance;217;4;221
64;396;64396;Mont;64;030;64030;Arance;115;2;117
64;064;64064;Asasp-Arros;64;055;64055;Arros-d'Oloron;113;0;113
64;010;64010;Aïcirits-Camou-Suhast;64;163;64163;Camou-Mixe-Suhast;223;10;233
64;148;64148;Bruges-Capbis-Mifaget;64;164;64164;Capbis;62;5;67
64;168;64168;Carresse-Cassaber;64;169;64169;Cassaber;131;2;133
64;225;64225;Ance Féas;64;225;64225;Féas;407;10;417
64;396;64396;Mont;64;248;64248;Gouze;436;9;445
64;049;64049;Aroue-Ithorots-Olhaïby;64;278;64278;Ithorots-Olhaïby;42;0;42
64;300;64300;Lacq;64;300;64300;Lacq;740;14;754
64;396;64396;Mont;64;333;64333;Lendresse;81;1;82
64;148;64148;Bruges-Capbis-Mifaget;64;384;64384;Mifaget;117;4;121
64;430;64430;Orthez;64;497;64497;Sainte-Suzanne;1109;66;1175
64;300;64300;Lacq;64;541;64541;Urdès;296;7;303
64;113;64113;Bergouey-Viellenave;64;553;64553;Viellenave-sur-Bidouze;35;1;36
65;141;65141;Cazaux-Fréchet-Anéran-Camors;65;008;65008;Anéran-Camors;36;1;37
65;282;65282;Loudenvielle;65;027;65027;Armenteule;65;2;67
65;092;65092;Beyrède-Jumet-Camous;65;092;65092;Beyrède-Jumet;165;1;166
65;092;65092;Beyrède-Jumet-Camous;65;122;65122;Camous;29;1;30
65;192;65192;Gavarnie-Gèdre;65;188;65188;Gavarnie;108;1;109
65;192;65192;Gavarnie-Gèdre;65;192;65192;Gèdre;232;5;237
65;099;65099;Bordères-Louron;65;227;65227;Ilhan;9;0;9
65;054;65054;Avezac-Prat-Lahitte;65;246;65246;Lahitte;32;0;32
65;282;65282;Loudenvielle;65;282;65282;Loudenvielle;309;6;315
65;003;65003;Adervielle-Pouchergues;65;365;65365;Pouchergues;47;3;50
67;004;67004;Sommerau;67;004;67004;Allenwiller;521;11;532
67;544;67544;Wissembourg;67;007;67007;Altenstadt;1200;73;1273
67;418;67418;Rountzenheim-Auenheim;67;014;67014;Auenheim;918;13;931
67;452;67452;Schnersheim;67;015;67015;Avenheim;564;8;572
67;495;67495;Truchtersheim;67;024;67024;Behlenheim;627;17;644
67;004;67004;Sommerau;67;041;67041;Birkenwald;325;5;330
67;104;67104;Drachenbronn-Birlenbach;67;042;67042;Birlenbach;291;4;295
67;074;67074;Cleebourg;67;064;67064;Bremmelbach;139;1;140
67;176;67176;Gundershoffen;67;114;67114;Eberbach-Wœrth;173;2;175
67;153;67153;Geiswiller-Zœbersdorf;67;153;67153;Geiswiller;212;3;215
67;034;67034;Berstett;67;157;67157;Gimbrett;457;10;467
67;539;67539;Wingersheim les Quatre Bans;67;158;67158;Gingsheim;366;4;370
67;176;67176;Gundershoffen;67;170;67170;Griesbach;468;2;470
67;061;67061;Bouxwiller;67;171;67171;Griesbach-le-Bastberg;233;9;242
67;206;67206;Hoffen;67;193;67193;Hermerswiller;281;6;287
67;539;67539;Wingersheim les Quatre Bans;67;207;67207;Hohatzenheim;244;3;247
67;474;67474;Soultz-sous-Forêts;67;211;67211;Hohwiller;387;7;394
67;061;67061;Bouxwiller;67;219;67219;Imbsheim;489;18;507
67;442;67442;Scharrachbergheim-Irmstett;67;224;67224;Irmstett;310;3;313
67;452;67452;Schnersheim;67;243;67243;Kleinfrankenheim;448;9;457
67;339;67339;Betschdorf;67;251;67251;Kuhlendorf;98;2;100
67;206;67206;Hoffen;67;262;67262;Leiterswiller;398;3;401
67;263;67263;Lembach;67;284;67284;Mattstall;141;1;142
67;160;67160;Gœrsdorf;67;294;67294;Mitschdorf;195;4;199
67;539;67539;Wingersheim les Quatre Bans;67;297;67297;Mittelhausen;561;8;569
67;388;67388;Reichshoffen;67;316;67316;Nehwiller-près-Wœrth;397;11;408
67;351;67351;Seebach;67;332;67332;Niederseebach;141;3;144
67;372;67372;Val-de-Moder;67;372;67372;Pfaffenhoffen;2704;34;2738
67;495;67495;Truchtersheim;67;374;67374;Pfettisheim;931;9;940
67;435;67435;Sarrewerden;67;376;67376;Bischtroff-sur-Sarre;324;8;332
67;339;67339;Betschdorf;67;390;67390;Reimerswiller;188;3;191
67;034;67034;Berstett;67;393;67393;Reitwiller;596;5;601
67;061;67061;Bouxwiller;67;399;67399;Riedheim;160;4;164
67;372;67372;Val-de-Moder;67;402;67402;Ringeldorf;135;1;136
67;418;67418;Rountzenheim-Auenheim;67;418;67418;Rountzenheim;1107;16;1123
67;034;67034;Berstett;67;419;67419;Rumersheim;541;9;550
67;004;67004;Sommerau;67;431;67431;Salenthal;208;3;211
67;202;67202;Hochfelden;67;439;67439;Schaffhouse-sur-Zorn;385;7;392
67;339;67339;Betschdorf;67;457;67457;Schwabwiller;598;12;610
67;004;67004;Sommerau;67;469;67469;Singrist;469;5;474
67;495;67495;Truchtersheim;67;495;67495;Truchtersheim;2840;78;2918
67;372;67372;Val-de-Moder;67;496;67496;Uberach;1214;13;1227
67;372;67372;Val-de-Moder;67;512;67512;La Walck;1049;17;1066
67;530;67530;Wickersheim-Wilshausen;67;533;67533;Wilshausen;106;1;107
67;539;67539;Wingersheim les Quatre Bans;67;539;67539;Wingersheim;1171;21;1192
67;532;67532;Willgottheim;67;549;67549;Wœllenheim;180;2;182
67;153;67153;Geiswiller-Zœbersdorf;67;560;67560;Zœbersdorf;171;0;171
67;435;67435;Sarrewerden;67;561;67561;Zollingen;90;1;91
